symbol,direction,entry_time,entry_price,exit_time,exit_price,exit_reason,lot_size,pnl_points,pnl_usd,equity
NAS100.,short,2025-09-24 17:45:00+02:00,24662.99,2025-09-24 18:30:00+02:00,24681.601819736843,SL,0.4,-1861.2,-7.44,392.07
DJ30.,long,2025-09-24 17:30:00+02:00,46419.95,2025-09-24 18:45:00+02:00,46489.87514935799,SL,0.3,6992.5,20.98,413.05
SP500.,short,2025-09-24 18:45:00+02:00,6669.17,2025-09-24 19:00:00+02:00,6660.339990446978,SL,1.7,883.0,15.01,428.06
NAS100.,short,2025-09-24 19:00:00+02:00,24611.24,2025-09-24 20:15:00+02:00,24584.363996941996,SL,0.3,2687.6,8.06,436.12
SP500.,short,2025-09-24 20:15:00+02:00,6658.02,2025-09-24 20:45:00+02:00,6637.93085354603,TP,1.3,2008.9,26.12,462.24
DJ30.,short,2025-09-24 20:15:00+02:00,46294.8,2025-09-24 21:00:00+02:00,46205.46632236824,SL,0.2,8933.4,17.87,480.11
SP500.,long,2025-09-26 18:00:00+02:00,6634.67,2025-09-26 18:15:00+02:00,6626.753625803335,SL,1.2,-791.6,-9.5,470.61
SP500.,long,2025-09-26 18:45:00+02:00,6642.42,2025-09-26 19:00:00+02:00,6632.500940557554,SL,0.9,-991.9,-8.93,461.68
NAS100.,long,2025-09-29 19:00:00+02:00,24749.35,2025-09-29 20:00:00+02:00,24719.847343093148,SL,0.3,-2950.3,-8.85,452.83
SP500.,short,2025-09-29 20:15:00+02:00,6671.7,2025-09-29 22:45:00+02:00,6659.43039188451,SL,1.2,1227.0,14.72,467.55
DJ30.,long,2025-09-30 18:45:00+02:00,46367.54,2025-09-30 18:45:00+02:00,46327.23150142629,SL,0.2,-4030.8,-8.06,459.49
NAS100.,short,2025-09-30 19:15:00+02:00,24577.44,2025-09-30 19:30:00+02:00,24614.686767612806,SL,0.2,-3724.7,-7.45,452.04
NAS100.,long,2025-10-01 18:45:00+02:00,24636.94,2025-10-01 18:45:00+02:00,24598.539863867503,SL,0.2,-3840.0,-7.68,444.36
NAS100.,long,2025-10-01 19:15:00+02:00,24639.74,2025-10-01 19:45:00+02:00,24691.92802917003,SL,0.2,5218.8,10.44,454.8
SP500.,long,2025-10-01 19:30:00+02:00,6686.82,2025-10-01 21:45:00+02:00,6697.205514426659,SL,0.9,1038.6,9.35,464.15
DJ30.,long,2025-10-02 18:30:00+02:00,46491.54,2025-10-02 18:30:00+02:00,46459.94832590316,SL,0.3,-3159.2,-9.48,454.67
SP500.,short,2025-10-02 18:45:00+02:00,6721.6,2025-10-02 18:45:00+02:00,6726.880337516934,SL,1.7,-528.0,-8.98,445.69
NAS100.,short,2025-10-02 18:45:00+02:00,24862.89,2025-10-02 19:00:00+02:00,24892.007737399086,SL,0.3,-2911.8,-8.74,436.95
SP500.,short,2025-10-02 19:15:00+02:00,6716.62,2025-10-02 20:00:00+02:00,6709.575363388862,SL,1.4,704.5,9.86,446.81
DJ30.,short,2025-10-02 20:15:00+02:00,46326.54,2025-10-02 20:30:00+02:00,46386.72619678577,SL,0.1,-6018.6,-6.02,440.79
NAS100.,short,2025-10-02 20:00:00+02:00,24834.89,2025-10-02 20:45:00+02:00,24867.877182539392,SL,0.3,-3298.7,-9.9,430.89
DJ30.,short,2025-10-03 17:45:00+02:00,46624.24,2025-10-03 18:30:00+02:00,46653.861529724054,SL,0.3,-2962.2,-8.89,422.0
SP500.,long,2025-10-03 19:45:00+02:00,6750.97,2025-10-03 20:30:00+02:00,6744.093188728064,SL,1.2,-687.7,-8.25,413.75
SP500.,short,2025-10-06 18:45:00+02:00,6734.1,2025-10-06 20:00:00+02:00,6740.189578051054,SL,1.4,-609.0,-8.53,405.22
DJ30.,short,2025-10-07 20:15:00+02:00,46622.42,2025-10-07 20:15:00+02:00,46682.666388524834,SL,0.1,-6024.6,-6.02,399.2
DJ30.,short,2025-10-07 21:00:00+02:00,46559.42,2025-10-07 21:30:00+02:00,46620.11962289369,SL,0.1,-6070.0,-6.07,393.13
NAS100.,short,2025-10-08 17:15:00+02:00,24874.0,2025-10-08 18:00:00+02:00,24898.78502234652,SL,0.3,-2478.5,-7.44,385.69
DJ30.,short,2025-10-08 18:45:00+02:00,46584.07,2025-10-08 18:45:00+02:00,46636.88515227109,SL,0.1,-5281.5,-5.28,380.41
NAS100.,long,2025-10-08 18:45:00+02:00,24956.25,2025-10-08 19:00:00+02:00,25047.800268407267,TP,0.3,9155.0,27.47,407.88
SP500.,long,2025-10-08 19:15:00+02:00,6748.13,2025-10-08 21:30:00+02:00,6758.056730417553,SL,1.1,992.7,10.92,418.8
NAS100.,short,2025-10-09 18:45:00+02:00,25104.25,2025-10-09 18:45:00+02:00,25130.885368202315,SL,0.3,-2663.5,-7.99,410.81
NAS100.,short,2025-10-09 19:15:00+02:00,25099.5,2025-10-09 19:45:00+02:00,25047.54598895773,SL,0.3,5195.4,15.59,426.4
DJ30.,short,2025-10-09 19:15:00+02:00,46539.42,2025-10-09 19:45:00+02:00,46448.58645953526,SL,0.2,9083.4,18.17,444.57
SP500.,short,2025-10-09 19:00:00+02:00,6748.68,2025-10-09 19:45:00+02:00,6735.238920947645,SL,1.4,1344.1,18.82,463.39
NAS100.,long,2025-10-10 18:45:00+02:00,25197.75,2025-10-10 18:45:00+02:00,25167.913217684727,SL,0.3,-2983.7,-8.95,454.44
DJ30.,short,2025-10-10 20:00:00+02:00,46253.47,2025-10-10 20:00:00+02:00,46086.77021145347,TP,0.2,16670.0,33.34,487.78
DJ30.,long,2025-10-13 19:00:00+02:00,46037.45,2025-10-13 19:15:00+02:00,45946.89768781481,SL,0.1,-9055.2,-9.06,478.72
SP500.,long,2025-10-13 19:00:00+02:00,6655.9,2025-10-13 19:15:00+02:00,6641.748474404792,SL,0.7,-1415.2,-9.91,468.81
SP500.,short,2025-10-14 18:45:00+02:00,6563.46,2025-10-14 18:45:00+02:00,6579.732592473672,SL,0.6,-1627.3,-9.76,459.05
SP500.,long,2025-10-14 19:30:00+02:00,6624.59,2025-10-14 21:00:00+02:00,6646.573712136008,SL,0.5,2198.4,10.99,470.04
DJ30.,long,2025-10-15 18:45:00+02:00,46622.6,2025-10-15 18:45:00+02:00,46565.70491661656,SL,0.2,-5689.5,-11.38,458.66
NAS100.,long,2025-10-15 19:15:00+02:00,24925.57,2025-10-15 20:30:00+02:00,24872.9638450297,SL,0.2,-5260.6,-10.52,448.14
DJ30.,short,2025-10-15 20:45:00+02:00,46426.6,2025-10-15 22:00:00+02:00,46158.5670686439,TP,0.1,26803.3,26.8,474.94
NAS100.,long,2025-10-16 17:45:00+02:00,24943.85,2025-10-16 18:15:00+02:00,24909.352031754956,SL,0.3,-3449.8,-10.35,464.59
DJ30.,short,2025-10-16 19:15:00+02:00,46306.86,2025-10-16 19:15:00+02:00,46381.60709775543,SL,0.1,-7474.7,-7.47,457.12
SP500.,short,2025-10-16 19:15:00+02:00,6685.86,2025-10-16 19:15:00+02:00,6696.240428621433,SL,0.9,-1038.0,-9.34,447.78
NAS100.,long,2025-10-16 19:45:00+02:00,25018.1,2025-10-16 19:45:00+02:00,24961.181136503135,SL,0.2,-5691.9,-11.38,436.4
NAS100.,short,2025-10-16 21:00:00+02:00,24821.1,2025-10-16 21:30:00+02:00,24607.1978785102,TP,0.1,21390.2,21.39,457.79
SP500.,short,2025-10-16 20:30:00+02:00,6684.36,2025-10-16 21:30:00+02:00,6640.195422148424,TP,0.6,4416.5,26.5,484.29
DJ30.,short,2025-10-16 21:00:00+02:00,46251.86,2025-10-16 21:45:00+02:00,46030.71070126843,SL,0.1,22114.9,22.11,506.4
NAS100.,short,2025-10-21 18:45:00+02:00,25120.58,2025-10-21 19:00:00+02:00,25095.350022168597,SL,0.4,2523.0,10.09,516.49
NAS100.,short,2025-10-21 19:30:00+02:00,25084.33,2025-10-21 19:30:00+02:00,25119.687754453815,SL,0.3,-3535.8,-10.61,505.88
SP500.,long,2025-10-21 20:00:00+02:00,6754.0,2025-10-21 20:15:00+02:00,6746.588295201379,SL,1.4,-741.2,-10.38,495.5
NAS100.,short,2025-10-22 19:15:00+02:00,25073.81,2025-10-22 19:30:00+02:00,24945.146361254512,TP,0.2,12866.4,25.73,521.23
DJ30.,short,2025-10-22 19:15:00+02:00,46876.49,2025-10-22 20:00:00+02:00,46824.23120291432,SL,0.2,5225.9,10.45,531.68
DJ30.,long,2025-10-23 18:45:00+02:00,46707.49,2025-10-23 18:45:00+02:00,46647.52731344466,SL,0.2,-5996.3,-11.99,519.69
NAS100.,long,2025-10-23 19:00:00+02:00,25033.46,2025-10-23 19:00:00+02:00,24982.82090942943,SL,0.2,-5063.9,-10.13,509.56
SP500.,long,2025-10-23 18:45:00+02:00,6723.49,2025-10-23 19:15:00+02:00,6713.993817914468,SL,1.1,-949.6,-10.45,499.11
DJ30.,short,2025-10-27 17:45:00+01:00,47466.45,2025-10-27 17:45:00+01:00,47507.56060682087,SL,0.2,-4111.1,-8.22,490.89
NAS100.,long,2025-10-27 18:30:00+01:00,25751.95,2025-10-27 21:00:00+01:00,25780.88538298167,SL,0.3,2893.5,8.68,499.57
NAS100.,long,2025-10-29 18:00:00+01:00,26204.48,2025-10-29 18:00:00+01:00,26175.275276277247,SL,0.3,-2920.5,-8.76,490.81
DJ30.,long,2025-10-30 17:45:00+01:00,47715.4,2025-10-30 18:00:00+01:00,47865.939676180926,SL,0.1,15054.0,15.05,505.86
NAS100.,short,2025-10-31 17:45:00+01:00,26010.83,2025-10-31 18:30:00+01:00,25976.059717094467,SL,0.3,3477.0,10.43,516.29
SP500.,short,2025-10-31 17:45:00+01:00,6861.68,2025-10-31 18:30:00+01:00,6870.22942179111,SL,1.2,-854.9,-10.26,506.03
NAS100.,short,2025-10-31 20:00:00+01:00,25944.83,2025-10-31 20:30:00+01:00,25881.98320257064,SL,0.2,6284.7,12.57,518.6
DJ30.,short,2025-10-31 20:15:00+01:00,47535.4,2025-10-31 21:30:00+01:00,47440.91004442884,SL,0.1,9449.0,9.45,528.05
SP500.,short,2025-10-31 20:00:00+01:00,6850.03,2025-10-31 21:30:00+01:00,6828.522586940765,SL,0.8,2150.7,17.21,545.26
