symbol,direction,entry_time,entry_price,exit_time,exit_price,exit_reason,lot_size,pnl_points,pnl_usd,equity
DJ30.,long,2025-11-20 17:15:00+01:00,46631.03,2025-11-20 17:30:00+01:00,46806.99650579399,SL,0.4,17596.7,70.39,1321.75
NAS100.,long,2025-11-20 18:00:00+01:00,25233.48,2025-11-20 18:00:00+01:00,25163.106916459637,SL,0.5,-7037.3,-35.19,1286.56
NAS100.,short,2025-11-20 19:15:00+01:00,24968.53,2025-11-20 19:30:00+01:00,24726.54068648439,SL,0.3,24198.9,72.6,1359.16
NAS100.,long,2025-11-24 17:45:00+01:00,24578.6,2025-11-24 18:00:00+01:00,24695.825548202043,SL,0.5,11722.6,58.61,1417.77
SP500.,long,2025-11-24 18:15:00+01:00,6679.6,2025-11-24 20:30:00+01:00,6709.473375688974,SL,2.2,2987.3,65.72,1483.49
DJ30.,long,2025-11-25 17:45:00+01:00,46642.49,2025-11-25 17:45:00+01:00,46562.611235937235,SL,0.5,-7987.9,-39.94,1443.55
NAS100.,short,2025-11-25 18:15:00+01:00,24707.75,2025-11-25 18:30:00+01:00,24773.783225713458,SL,0.5,-6603.3,-33.02,1410.53
DJ30.,long,2025-11-25 18:30:00+01:00,46688.49,2025-11-25 18:30:00+01:00,46831.928726632505,SL,0.4,14343.9,57.38,1467.91
SP500.,long,2025-11-25 18:45:00+01:00,6728.78,2025-11-25 18:45:00+01:00,6715.408439698515,SL,2.7,-1337.2,-36.1,1431.81
SP500.,long,2025-11-26 17:45:00+01:00,6812.03,2025-11-26 17:45:00+01:00,6804.4270378303445,SL,4.7,-760.3,-35.73,1396.08
DJ30.,long,2025-11-26 19:00:00+01:00,47478.5,2025-11-26 20:30:00+01:00,47598.19570113284,SL,0.5,11969.6,59.85,1455.93
NAS100.,long,2025-11-26 19:00:00+01:00,25238.04,2025-11-28 16:30:00+01:00,25344.910697293697,SL,0.6,10687.1,64.12,1520.05
DJ30.,long,2025-11-28 18:00:00+01:00,47616.5,2025-11-28 18:15:00+01:00,47738.988118341425,SL,0.9,12248.8,110.24,1630.29
SP500.,long,2025-11-28 18:15:00+01:00,6840.03,2025-11-28 19:00:00+01:00,6850.592815011035,SL,7.1,1056.3,75.0,1705.29
DJ30.,long,2025-12-01 18:00:00+01:00,47697.5,2025-12-01 18:00:00+01:00,47635.20060181841,SL,0.7,-6229.9,-43.61,1661.68
NAS100.,long,2025-12-01 18:00:00+01:00,25358.15,2025-12-01 18:15:00+01:00,25302.856884108478,SL,0.8,-5529.3,-44.23,1617.45
SP500.,long,2025-12-01 18:00:00+01:00,6839.65,2025-12-01 18:15:00+01:00,6829.133546820786,SL,4.0,-1051.6,-42.07,1575.38
DJ30.,short,2025-12-01 18:30:00+01:00,47437.45,2025-12-01 18:45:00+01:00,47500.304291432294,SL,0.6,-6285.4,-37.71,1537.67
NAS100.,long,2025-12-01 19:00:00+01:00,25402.35,2025-12-01 19:00:00+01:00,25346.610718183852,SL,0.7,-5573.9,-39.02,1498.65
DJ30.,long,2025-12-02 18:15:00+01:00,47519.55,2025-12-02 18:15:00+01:00,47457.39097548545,SL,0.6,-6215.9,-37.3,1461.35
